number,value,datetime_start,datetime_complete,duration,params_attn_dropout,params_clip_layer,params_dim_feedforward,params_lr,params_lr_scheduler,params_mlp_dropout,params_mlp_hidden_dim,params_n_heads,params_num_layers,params_optimizer_type,params_warmup_epochs,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
98,0.9217474489795918,2026-04-21 12:53:20.719537,2026-04-21 12:54:04.015378,0 days 00:00:43.295841,0.32404500881796355,block_16,2048,0.0005805253823554259,cosine_warmup,0.3976798384308051,64,4,14,adam,11.0,0.0009187155716900479,0.9049489795918367,0.9217474489795918,,,PRUNED
99,0.8964030612244898,2026-04-21 12:54:04.189427,2026-04-21 12:54:15.994790,0 days 00:00:11.805363,0.5784621990902993,block_16,1024,3.960082325082522e-05,cosine,0.5549996298045218,1024,16,6,adam,,8.59143209513781e-06,0.8391964285714286,0.8964030612244898,,,PRUNED
100,0.948954081632653,2026-04-21 12:54:16.168650,2026-04-21 12:56:12.613154,0 days 00:01:56.444504,0.357382734085886,block_16,512,7.142751697419741e-05,cosine,0.5704260814864701,512,16,7,adam,,1.6759878944031217e-06,0.9326913265306123,0.9436989795918367,,,COMPLETE
101,0.9423979591836734,2026-04-21 12:56:12.761946,2026-04-21 12:57:33.055161,0 days 00:01:20.293215,0.3140861442563881,block_16,512,0.00026414345865555884,constant,0.5304476845978477,128,16,7,adam,,1.0086255602495587e-06,0.8711607142857142,0.9264413265306122,0.9403443877551021,0.9423979591836734,PRUNED
102,0.9025765306122449,2026-04-21 12:57:33.199653,2026-04-21 12:57:44.946561,0 days 00:00:11.746908,0.3597347851410546,block_16,512,0.00015403451690807946,cosine,0.49587049022690705,512,16,7,adam,,1.6887717155753815e-06,0.883686224489796,0.9025765306122449,,,PRUNED
103,0.8371045918367346,2026-04-21 12:57:45.103825,2026-04-21 12:57:57.045716,0 days 00:00:11.941891,0.31211514958755376,pre_proj,512,2.5936468494753964e-05,cosine,0.5274214592256418,1024,16,9,adam,,2.2358680833897673e-06,0.8371045918367346,,,,PRUNED
104,0.7901275510204082,2026-04-21 12:57:57.202720,2026-04-21 12:58:03.397836,0 days 00:00:06.195116,0.03887055841901682,block_12,2048,1.794881173239124e-05,cosine,0.5692276732589248,512,8,6,adam,,1.74557522067793e-06,0.7901275510204082,,,,PRUNED
105,0.9297066326530612,2026-04-21 12:58:03.563324,2026-04-21 12:58:32.710313,0 days 00:00:29.146989,0.3558503250900237,block_16,256,4.1335291259018114e-05,cosine,0.5962609644825204,512,16,7,adam,,2.1665308421330657e-05,0.8560969387755102,0.9095663265306123,0.9297066326530612,,PRUNED
106,0.8166326530612245,2026-04-21 12:58:32.852939,2026-04-21 12:58:39.066019,0 days 00:00:06.213080,0.4111778994796634,block_16,1024,0.0003584670011198751,cosine,0.5999484358920721,1024,16,8,adam,,6.218807896991941e-06,0.8166326530612245,,,,PRUNED
107,0.8935714285714287,2026-04-21 12:58:39.233371,2026-04-21 12:58:51.195092,0 days 00:00:11.961721,0.32010505744618434,block_20,1024,8.742718585211644e-05,cosine,0.5989239072288649,512,4,8,adam,,4.9139690043447345e-06,0.8935714285714287,,,,PRUNED
108,0.9386352040816326,2026-04-21 12:58:51.356426,2026-04-21 13:00:22.855728,0 days 00:01:31.499302,0.40198159610346157,block_16,2048,8.329162449453665e-05,cosine,0.46429721322505085,128,2,9,adam,,2.505088018232936e-06,0.9386352040816326,,,,PRUNED
109,0.9020408163265308,2026-04-21 13:00:23.032488,2026-04-21 13:00:55.327554,0 days 00:00:32.295066,0.022522290407985004,pre_proj,512,0.0005233632538665238,constant,0.29227277097786725,1024,8,14,adam,,7.48364626799554e-05,0.9020408163265308,,,,PRUNED
110,0.44992346938775507,2026-04-21 13:00:55.494520,2026-04-21 13:01:14.929710,0 days 00:00:19.435190,0.33399689316009135,block_20,2048,0.0007273886134879581,constant,0.2326513155741165,256,4,16,adam,,4.526865521088081e-05,0.44992346938775507,,,,PRUNED
111,0.7672704081632653,2026-04-21 13:01:15.108719,2026-04-21 13:01:27.057729,0 days 00:00:11.949010,0.406860416507791,block_16,2048,0.0008998826168866205,cosine,0.30056494694421504,128,8,6,adam,,1.008855791244459e-06,0.7672704081632653,,,,PRUNED
112,0.6547767857142857,2026-04-21 13:01:27.220077,2026-04-21 13:01:34.635727,0 days 00:00:07.415650,0.004278066081456741,block_12,512,0.0007432698816835159,constant,0.34687999856537954,64,8,16,adam,,1.1003373311949748e-06,0.6547767857142857,,,,PRUNED
113,0.9264923469387755,2026-04-21 13:01:34.782024,2026-04-21 13:02:14.039249,0 days 00:00:39.257225,0.47833194299964865,block_16,2048,0.00032893055560730307,constant,0.21622447086819788,128,4,12,adam,,0.0015917676309846842,0.9264923469387755,,,,PRUNED
114,0.9189795918367347,2026-04-21 13:02:14.210327,2026-04-21 13:02:43.334526,0 days 00:00:29.124199,0.47340915212216383,block_16,1024,0.0002936626753385339,cosine_warmup,0.2980264665551651,128,8,7,adam,4.0,1.801982477177377e-06,0.9189795918367347,,,,PRUNED
115,0.8940561224489796,2026-04-21 13:02:43.487839,2026-04-21 13:02:57.901702,0 days 00:00:14.413863,0.039903349423857926,block_16,2048,2.1837991045793476e-05,cosine,0.5616808412702663,512,8,10,adam,,1.3615576678526732e-06,0.8315433673469388,0.8940561224489796,,,PRUNED
116,0.9338775510204081,2026-04-21 13:02:58.073190,2026-04-21 13:03:27.758931,0 days 00:00:29.685741,0.49344832377880193,block_16,512,0.00013707398101421738,constant,0.35373618214738,128,8,10,adam,,4.578296066301962e-06,0.8632142857142857,0.9137500000000001,0.9338775510204081,,PRUNED
117,0.9474107142857142,2026-04-21 13:03:27.917862,2026-04-21 13:05:29.148676,0 days 00:02:01.230814,0.3520098690049968,block_16,256,0.00015951573458168717,cosine,0.27954805821522005,128,8,7,adam,,1.0366238472795986e-05,0.9340433673469388,0.9441581632653061,,,COMPLETE
118,0.8923852040816327,2026-04-21 13:05:29.298357,2026-04-21 13:05:43.703236,0 days 00:00:14.404879,0.5045025146334089,block_16,2048,2.916143862381878e-05,cosine,0.4910038702785195,512,8,9,adam,,1.9491176214690203e-06,0.8279336734693877,0.8923852040816327,,,PRUNED
119,0.9343239795918367,2026-04-21 13:05:43.878296,2026-04-21 13:06:14.227204,0 days 00:00:30.348908,0.3212704952231702,block_20,256,0.0002376663181992511,cosine,0.26164778678118705,128,8,6,adam,,7.95273675443971e-06,0.9006122448979592,0.9193494897959182,0.9343239795918367,,PRUNED
120,0.9415433673469388,2026-04-21 13:06:14.392248,2026-04-21 13:07:38.422904,0 days 00:01:24.030656,0.26306238579907104,block_16,256,9.952279976211711e-05,constant,0.27397333147927233,128,8,6,adam,,5.4047739791585724e-05,0.9101147959183673,0.9309821428571428,0.9415433673469388,,PRUNED
121,0.8933035714285714,2026-04-21 13:07:38.592714,2026-04-21 13:07:51.620856,0 days 00:00:13.028142,0.42030893863328317,block_16,2048,0.00027616961491371374,cosine,0.4854360020130153,64,16,7,adam,,1.2749474817211465e-06,0.8933035714285714,,,,PRUNED
122,0.9507525510204082,2026-04-21 13:07:51.809044,2026-04-21 13:09:54.684197,0 days 00:02:02.875153,0.37956228909366335,block_16,1024,5.271681805646794e-05,cosine,0.5392370264377817,1024,8,7,adam,,2.3397798463904576e-05,0.8626658163265305,0.913813775510204,0.9358163265306123,0.9490306122448979,COMPLETE
123,0.8945663265306122,2026-04-21 13:09:54.851047,2026-04-21 13:10:07.368628,0 days 00:00:12.517581,0.46391222084961686,block_16,256,0.00016502687519481688,cosine,0.1939513516477642,128,2,10,adam,,1.877309959667273e-06,0.8460714285714286,0.8945663265306122,,,PRUNED
124,0.9179336734693877,2026-04-21 13:10:07.541841,2026-04-21 13:10:37.912694,0 days 00:00:30.370853,0.3464231620602528,block_16,1024,1.1638985576224414e-05,cosine,0.49445028128763546,1024,8,8,adam,,4.8639568334405985e-05,0.9179336734693877,,,,PRUNED
125,0.818469387755102,2026-04-21 13:10:38.093457,2026-04-21 13:10:44.469429,0 days 00:00:06.375972,0.2803239446882533,block_16,512,3.7438743761495056e-05,cosine,0.575701164042922,64,2,6,adam,,2.7624686427902133e-06,0.818469387755102,,,,PRUNED
126,0.9079081632653062,2026-04-21 13:10:44.642586,2026-04-21 13:10:57.058347,0 days 00:00:12.415761,0.554987347075599,block_16,512,7.829814763029922e-05,constant,0.3835660332060928,1024,8,6,adam,,1.7749695335477445e-05,0.8610586734693877,0.9079081632653062,,,PRUNED
127,0.9416581632653062,2026-04-21 13:10:57.220770,2026-04-21 13:12:31.398573,0 days 00:01:34.177803,0.3278125646445783,block_16,2048,9.41300371637834e-05,cosine,0.42319652616153786,128,16,8,adam,,1.0704155580197738e-06,0.9416581632653062,,,,PRUNED
128,0.8137244897959184,2026-04-21 13:12:31.560396,2026-04-21 13:12:37.929155,0 days 00:00:06.368759,0.5765558707895497,block_16,512,0.0004645151520325613,constant,0.4337871553887532,128,4,8,adam,,4.517946422322741e-05,0.8137244897959184,,,,PRUNED
129,0.9300637755102041,2026-04-21 13:12:38.102947,2026-04-21 13:13:08.352236,0 days 00:00:30.249289,0.4899590297666665,block_16,256,0.0001087842758194576,cosine,0.2567908334383326,128,8,7,adam,,1.146084175456781e-05,0.9300637755102041,,,,PRUNED
130,0.9307397959183673,2026-04-21 13:13:08.514040,2026-04-21 13:13:38.758236,0 days 00:00:30.244196,0.307185490687014,block_20,1024,7.885938225961866e-05,cosine,0.47779205400831204,1024,8,8,adam,,2.8843338934426276e-05,0.8589158163265306,0.9161607142857142,0.9307397959183673,,PRUNED
131,0.9491326530612245,2026-04-21 13:13:38.930919,2026-04-21 13:15:39.920635,0 days 00:02:00.989716,0.5091544426456155,block_16,1024,8.454767336164935e-05,cosine,0.5121322105935553,1024,8,6,adam,,0.00010882988549834662,0.9466198979591837,,,,COMPLETE
132,0.9477551020408164,2026-04-21 13:15:40.075524,2026-04-21 13:17:40.549509,0 days 00:02:00.473985,0.5250666849059668,block_16,1024,4.5240787162474675e-05,cosine,0.5077308293045056,1024,8,6,adam,,0.00013397720750705185,0.9052168367346939,0.9326785714285715,0.9471938775510202,,COMPLETE
133,0.9002933673469388,2026-04-21 13:17:40.680809,2026-04-21 13:17:53.047669,0 days 00:00:12.366860,0.5219112484135855,block_16,1024,5.2723710284512884e-05,cosine,0.49759577823212137,256,8,7,adam,,0.0001372885043999817,0.8408545918367347,0.9002933673469388,,,PRUNED
134,0.5313010204081632,2026-04-21 13:17:53.207615,2026-04-21 13:17:59.631099,0 days 00:00:06.423484,0.5713661902227483,block_16,1024,1.822007279281454e-05,cosine_warmup,0.5070304576644389,1024,8,7,adam,7.0,0.0002665685940727613,0.5313010204081632,,,,PRUNED
135,0.9400382653061224,2026-04-21 13:17:59.820122,2026-04-21 13:19:24.028613,0 days 00:01:24.208491,0.5590808813863675,block_16,256,0.00015710471496663262,cosine,0.5047024024599107,1024,8,7,adam,,4.6546550044635285e-05,0.9190688775510204,0.9337627551020409,0.9400382653061224,,PRUNED
136,0.9210969387755102,2026-04-21 13:19:24.188549,2026-04-21 13:19:54.452103,0 days 00:00:30.263554,0.4783732098182616,block_16,2048,2.1346257312058066e-05,cosine,0.5012172420421864,1024,8,6,adam,,6.338725107260994e-05,0.9210969387755102,,,,PRUNED
137,0.9495280612244897,2026-04-21 13:19:54.631179,2026-04-21 13:21:55.949594,0 days 00:02:01.318415,0.5396089841265033,block_16,1024,4.6805552278728456e-05,cosine,0.588712577994628,1024,8,7,adam,,7.04355539814143e-05,0.9071301020408163,0.9325000000000001,0.9482908163265306,,COMPLETE
138,0.922576530612245,2026-04-21 13:21:56.104670,2026-04-21 13:22:26.431112,0 days 00:00:30.326442,0.5806729615705922,block_12,1024,4.5710220588733106e-05,cosine,0.4561970082466109,1024,8,8,adam,,0.0009686212633915389,0.922576530612245,,,,PRUNED
139,0.9073596938775511,2026-04-21 13:22:26.597184,2026-04-21 13:22:38.953579,0 days 00:00:12.356395,0.44773907199324225,block_16,1024,5.446047401950374e-05,cosine,0.5912047664250706,1024,8,6,adam,,0.00013576052813263698,0.8483163265306123,0.9073596938775511,,,PRUNED
140,0.9507908163265306,2026-04-21 13:22:39.113493,2026-04-21 13:24:39.373055,0 days 00:02:00.259562,0.5689629166903435,block_16,1024,0.00010487982846382452,cosine,0.5965789045932635,1024,4,8,adam,,0.00013900171307357418,0.856390306122449,0.9103061224489796,0.9368622448979591,0.9477295918367348,COMPLETE
141,0.9353188775510204,2026-04-21 13:24:39.519113,2026-04-21 13:25:08.798242,0 days 00:00:29.279129,0.5423958118017852,block_16,1024,0.0001735402350681616,cosine,0.5492497680335737,1024,4,6,adam,,0.00015818916054342107,0.8532525510204082,0.9109821428571429,0.9353188775510204,,PRUNED
142,0.9447066326530612,2026-04-21 13:25:08.956053,2026-04-21 13:26:36.896573,0 days 00:01:27.940520,0.4370218547702439,block_16,1024,0.00010188795467634311,constant,0.5228323743599275,1024,4,11,adam,,0.00010383915370333774,0.8834821428571429,0.9171556122448979,0.9359183673469387,0.9447066326530612,PRUNED
143,0.8060969387755101,2026-04-21 13:26:37.075021,2026-04-21 13:26:48.998024,0 days 00:00:11.923003,0.5928783422892714,block_16,256,0.0006598959117327948,constant,0.30949187230037595,128,8,6,adam,,2.091330442704542e-06,0.8060969387755101,,,,PRUNED
144,0.8034311224489796,2026-04-21 13:26:49.155394,2026-04-21 13:26:55.391731,0 days 00:00:06.236337,0.528933847492611,block_16,1024,5.331029237514971e-05,constant,0.483781168568734,128,16,8,adam,,1.1269722631000826e-05,0.8034311224489796,,,,PRUNED
145,0.9449362244897959,2026-04-21 13:26:55.561417,2026-04-21 13:28:53.925080,0 days 00:01:58.363663,0.3983858619758709,block_12,512,0.00017401342172017567,cosine,0.5905792358487734,1024,4,9,adam,,1.7406282551261765e-05,0.9452551020408163,,,,COMPLETE
146,0.8234438775510204,2026-04-21 13:28:54.080165,2026-04-21 13:29:00.422566,0 days 00:00:06.342401,0.5095444814689688,block_16,256,2.024511128040168e-05,cosine,0.5533465963331089,1024,4,7,adam,,0.0007124381955910556,0.8234438775510204,,,,PRUNED
147,0.9036352040816327,2026-04-21 13:29:00.572752,2026-04-21 13:29:13.682078,0 days 00:00:13.109326,0.5784027961321957,block_16,1024,0.00014447684568109144,cosine,0.5752351779756871,512,8,11,adam,,2.0276898943319228e-05,0.9036352040816327,,,,PRUNED
148,0.9348469387755103,2026-04-21 13:29:13.821674,2026-04-21 13:29:43.663646,0 days 00:00:29.841972,0.46156552276357443,block_16,1024,6.228969970340313e-05,constant,0.538170016667662,1024,8,8,adam,,1.582944564743637e-05,0.859017857142857,0.9128443877551021,0.9348469387755103,,PRUNED
149,,2026-04-21 13:29:43.869311,2026-04-21 13:29:45.382579,0 days 00:00:01.513268,0.24113508089630337,pre_proj,2048,0.0005421914776598465,constant,0.3564654911027169,64,4,11,adam,,0.00029392168765119054,,,,,FAIL
150,0.9290306122448979,2026-04-21 13:30:22.241444,2026-04-21 13:30:54.510087,0 days 00:00:32.268643,0.21936099963604627,block_16,256,0.00016747797521917613,cosine,0.3128749151444999,128,16,7,adam,,1.7774006956349142e-05,0.9290306122448979,,,,PRUNED
151,0.8105739795918367,2026-04-21 13:30:54.662473,2026-04-21 13:31:07.371701,0 days 00:00:12.709228,0.48742001648380007,block_16,1024,0.0005466390983309014,cosine,0.5253287404701018,128,4,10,adam,,0.0007368171169976024,0.8105739795918367,,,,PRUNED
152,0.7745982142857143,2026-04-21 13:31:07.541300,2026-04-21 13:31:16.117409,0 days 00:00:08.576109,0.12352008979997331,block_16,2048,0.0003080319149545433,constant,0.37362347183542177,64,4,12,adam,,0.0001358434109601512,0.7745982142857143,,,,PRUNED
153,0.9499617346938776,2026-04-21 13:31:16.302695,2026-04-21 13:33:49.643926,0 days 00:02:33.341231,0.5732908281239714,block_16,2048,7.016456921876003e-05,cosine,0.5669325471529945,1024,4,11,adam,,6.710398992218224e-05,0.9328954081632653,0.9466454081632654,,,COMPLETE
154,0.8600255102040816,2026-04-21 13:33:49.791548,2026-04-21 13:34:02.125627,0 days 00:00:12.334079,0.39551268220370983,pre_proj,1024,0.00010794121172922451,cosine,0.456860753833746,1024,16,8,adam,,0.0002757834231560256,0.8600255102040816,,,,PRUNED
155,0.9101147959183673,2026-04-21 13:34:02.282307,2026-04-21 13:34:14.570723,0 days 00:00:12.288416,0.33281323470573543,block_16,512,6.69510587258468e-05,cosine,0.5909449849838344,1024,16,7,adam,,3.0318401622687383e-06,0.8646811224489795,0.9101147959183673,,,PRUNED
156,0.7725127551020408,2026-04-21 13:34:14.722677,2026-04-21 13:34:21.064353,0 days 00:00:06.341676,0.46933617603119854,block_16,1024,1.852896676164919e-05,cosine,0.5188034170815342,512,4,7,adam,,0.0005052186211993152,0.7725127551020408,,,,PRUNED
157,0.7973979591836734,2026-04-21 13:34:21.206563,2026-04-21 13:34:28.842002,0 days 00:00:07.635439,0.5851377738862861,block_16,2048,0.00016665211431978917,cosine,0.537783715320007,1024,4,10,adam,,0.0004857484117707833,0.7973979591836734,,,,PRUNED
158,0.9072831632653061,2026-04-21 13:34:29.017049,2026-04-21 13:34:41.561767,0 days 00:00:12.544718,0.5126972472351031,block_16,1024,5.080612045575236e-05,cosine,0.5822333027676982,1024,4,10,adam,,1.350646665389369e-05,0.8439795918367348,0.9072831632653061,,,PRUNED
159,0.8527423469387756,2026-04-21 13:34:41.712837,2026-04-21 13:34:58.921279,0 days 00:00:17.208442,0.5627286210836872,block_12,2048,2.0964222884157197e-05,cosine,0.4296584179913885,1024,4,13,adam,,0.00015726097376176815,0.8527423469387756,,,,PRUNED
160,0.9480739795918367,2026-04-21 13:34:59.096974,2026-04-21 13:36:59.779684,0 days 00:02:00.682710,0.2947616337494782,block_16,1024,6.990008867019909e-05,cosine,0.5842880652113986,128,8,6,adam,,3.036900736332005e-06,0.9302423469387755,0.9484821428571428,,,COMPLETE
161,0.9018622448979592,2026-04-21 13:36:59.917775,2026-04-21 13:37:12.207273,0 days 00:00:12.289498,0.33115957567097565,block_16,512,4.974293638045523e-05,cosine,0.5967889754899693,512,4,7,adam,,1.925982551085558e-06,0.868061224489796,0.9018622448979592,,,PRUNED
162,0.9064158163265306,2026-04-21 13:37:12.349825,2026-04-21 13:37:24.810868,0 days 00:00:12.461043,0.33243836371382496,block_20,2048,0.00011617447390071727,cosine,0.5750250421663617,128,16,6,adam,,1.0607624322937326e-06,0.8612882653061225,0.9064158163265306,,,PRUNED
163,0.8258418367346939,2026-04-21 13:37:24.974781,2026-04-21 13:37:31.289775,0 days 00:00:06.314994,0.2601278174961622,block_16,1024,0.00014177291104206576,cosine,0.5703716792187374,128,4,6,adam,,1.4181489531674862e-05,0.8258418367346939,,,,PRUNED
164,0.8936352040816326,2026-04-21 13:37:31.425865,2026-04-21 13:37:49.072446,0 days 00:00:17.646581,0.5332543799970183,block_16,2048,3.581337099446378e-05,cosine,0.5755159404429933,1024,4,13,adam,,4.486296645338176e-05,0.8936352040816326,,,,PRUNED
165,0.9470280612244898,2026-04-21 13:37:49.255108,2026-04-21 13:39:12.552547,0 days 00:01:23.297439,0.23387820980823743,block_16,1024,8.405526571843485e-05,cosine,0.5178934811481918,1024,8,6,adam,,3.4766077834946434e-06,0.8616326530612244,0.9177423469387755,0.9371428571428572,0.9470280612244898,PRUNED
166,0.9018494897959184,2026-04-21 13:39:12.689771,2026-04-21 13:39:25.122842,0 days 00:00:12.433071,0.12888136335495348,block_20,1024,9.217149727269893e-05,constant,0.5742075918344334,128,8,7,adam,,1.0866683992685623e-05,0.8711607142857143,0.9018494897959184,,,PRUNED
167,0.9027678571428571,2026-04-21 13:39:25.271087,2026-04-21 13:39:37.627817,0 days 00:00:12.356730,0.4627579696109162,block_12,1024,0.0001083868255418218,cosine,0.34346076921846935,1024,8,7,adam,,4.452056879735631e-06,0.8547321428571428,0.9027678571428571,,,PRUNED
168,0.6551530612244898,2026-04-21 13:39:37.776972,2026-04-21 13:39:44.185358,0 days 00:00:06.408386,0.5042078499124207,block_16,1024,0.00012494837011762453,cosine_warmup,0.5026360177940767,1024,2,7,adam,14.0,3.4168565947907545e-05,0.6551530612244898,,,,PRUNED
169,0.9026530612244897,2026-04-21 13:39:44.329497,2026-04-21 13:39:56.626341,0 days 00:00:12.296844,0.25077788487725183,block_16,1024,0.00010217406430656656,cosine,0.48731110041190184,128,8,7,adam,,2.355777698212673e-05,0.8460331632653061,0.9026530612244897,,,PRUNED
170,0.8104081632653062,2026-04-21 13:39:56.793667,2026-04-21 13:40:15.790508,0 days 00:00:18.996841,0.3186259213031423,block_16,2048,0.0003298540137475874,constant,0.16629614507158758,64,16,14,adam,,0.00019914007523400356,0.8104081632653062,,,,PRUNED
171,0.9417219387755102,2026-04-21 13:40:15.984463,2026-04-21 13:41:40.209425,0 days 00:01:24.224962,0.2920768223963857,block_16,2048,5.2513177635082056e-05,cosine,0.5918042663506717,128,8,6,adam,,3.4503723029432713e-06,0.9111862244897959,0.9367219387755101,0.9417219387755102,,PRUNED
